3.003903829999999857e+02 1.640232643851876337e-01
3.006813710000000128e+02 1.663268589412743859e-01
3.009723399999999742e+02 1.676764695268916916e-01
3.012632909999999811e+02 1.669212216194967402e-01
3.015542229999999790e+02 1.670782231063905887e-01
3.018451360000000250e+02 1.743939035195906928e-01
3.021360310000000027e+02 1.665717034735433866e-01
3.024269070000000283e+02 1.757442043184819225e-01
3.027177649999999858e+02 1.777328050331506148e-01
3.030086029999999937e+02 1.730466534811957724e-01
3.032994239999999877e+02 1.821698181377624792e-01
3.035902249999999754e+02 1.768186967603560533e-01
3.038810070000000110e+02 1.729721448673915696e-01
3.041717709999999784e+02 1.760664614660055471e-01
3.044625159999999937e+02 1.737521464987213937e-01
3.047532429999999977e+02 1.745645102881338284e-01
3.050439499999999953e+02 1.797707418294696713e-01
3.053346389999999815e+02 1.746410623405189599e-01
3.056253090000000157e+02 1.688119699951219910e-01
3.059159599999999841e+02 1.613915477873653359e-01
3.062065929999999980e+02 1.793187963687256636e-01
3.064972060000000056e+02 1.735754853501436379e-01
3.067878010000000017e+02 1.832074113310092900e-01
3.070783769999999890e+02 1.742542611293110555e-01
3.073689340000000243e+02 1.725404621759962787e-01
3.076594719999999938e+02 1.723410747705163004e-01
3.079499920000000088e+02 1.694706224711588494e-01
3.082404920000000175e+02 1.638172874098105525e-01
3.085309740000000147e+02 1.722500041433764617e-01
3.088214370000000031e+02 1.744661667824008999e-01
3.091118809999999826e+02 1.701918173015521119e-01
3.094023060000000100e+02 1.719404431497774388e-01
3.096927119999999718e+02 1.732704571411237127e-01
3.099830989999999815e+02 1.704053115732427626e-01
3.102734669999999824e+02 1.712381597059484672e-01
3.105638159999999743e+02 1.663829936463696868e-01
3.108541470000000118e+02 1.678930637059955489e-01
3.111444579999999860e+02 1.709637980215500397e-01
3.114347500000000082e+02 1.656611895035282889e-01
3.117250240000000190e+02 1.786571164388542909e-01
3.120152780000000234e+02 1.600893228320892370e-01
3.123055130000000190e+02 1.680889842679974266e-01
3.125957300000000032e+02 1.757613011144937565e-01
3.128859269999999810e+02 1.780477303040555181e-01
3.131761060000000043e+02 1.710275147039650168e-01
3.134662650000000212e+02 1.691225144639625366e-01
3.137564049999999725e+02 1.702118096300953565e-01
3.140465259999999716e+02 1.757457963510775933e-01
3.143366280000000188e+02 1.815721807425768608e-01
3.146267110000000002e+02 1.766567532524883632e-01
3.149167749999999728e+02 1.797270273460222778e-01
3.152068199999999933e+02 1.713131564767787496e-01
3.154968460000000050e+02 1.791768633368059915e-01
3.157868530000000078e+02 1.724662914212969911e-01
3.160768400000000042e+02 1.720613431374149183e-01
3.163668089999999893e+02 1.795138911021437467e-01
3.166567580000000248e+02 1.790789431316441860e-01
3.169466879999999946e+02 1.795707937010772581e-01
3.172365990000000124e+02 1.767314417795394499e-01
3.175264910000000214e+02 1.783007129840863680e-01
3.178163630000000239e+02 1.775470884301848795e-01
3.181062170000000151e+02 1.826554757717337441e-01
3.183960509999999999e+02 1.750822987245304607e-01
3.186858659999999759e+02 1.729985133076405168e-01
3.189756619999999998e+02 1.763189909166624492e-01
3.192654380000000174e+02 1.744916446529296561e-01
3.195551960000000236e+02 1.938397048795296451e-01
3.198449340000000234e+02 1.780484324099315119e-01
3.201346530000000143e+02 1.759820614157937280e-01
3.204243519999999990e+02 1.800161203384526287e-01
3.207140329999999722e+02 1.887971438027205850e-01
3.210036939999999959e+02 1.817101797467710056e-01
3.212933350000000132e+02 1.789519424309193307e-01
3.215829580000000192e+02 1.666971042690616467e-01
3.218725610000000188e+02 1.843068341493560025e-01
3.221621450000000095e+02 1.916052218802176133e-01
3.224517089999999939e+02 1.951799400295463893e-01
3.227412540000000263e+02 2.004562002653314245e-01
3.230307799999999929e+02 1.855033197219828622e-01
3.233202860000000101e+02 1.757580857293897791e-01
3.236097740000000158e+02 1.915080862630178793e-01
3.238992410000000177e+02 1.923966670404997914e-01
3.241886890000000108e+02 1.975814767503029368e-01
3.244781179999999949e+02 1.938498089586409845e-01
3.247675280000000271e+02 1.985948015849646753e-01
3.250569179999999960e+02 2.002739490059616545e-01
3.253462890000000129e+02 1.968091727473524899e-01
3.256356400000000235e+02 1.888095156787676365e-01
3.259249720000000252e+02 1.931905247902427070e-01
3.262142840000000206e+02 2.022903324217371901e-01
3.265035770000000070e+02 2.024792068996876249e-01
3.267928499999999872e+02 1.981164464698076944e-01
3.270821040000000153e+02 2.003355849480643602e-01
3.273713379999999802e+02 2.056707413047710875e-01
3.276605529999999931e+02 1.953178007613122491e-01
3.279497489999999971e+02 2.030970349250647844e-01
3.282389249999999947e+02 1.994586797775936282e-01
3.285280809999999860e+02 2.013461545933659946e-01
3.288172180000000253e+02 2.033161861174027363e-01
3.291063350000000014e+02 1.919196212256983891e-01
3.293954330000000255e+02 1.956664626006645868e-01
3.296845109999999863e+02 2.027902126114788373e-01
3.299735699999999952e+02 1.917519750377124355e-01
3.302626089999999976e+02 1.918802053979953848e-01
3.305516279999999938e+02 2.083910915283972431e-01
3.308406279999999811e+02 2.001080413320243112e-01
3.311296080000000188e+02 1.979436090780076485e-01
3.314185689999999909e+02 1.950504659500291726e-01
3.317075100000000134e+02 2.040478039948089850e-01
3.319964309999999728e+02 1.917065389238734874e-01
3.322853329999999801e+02 2.040658050096156306e-01
3.325742149999999810e+02 2.132440382228965592e-01
3.328630769999999757e+02 2.035280210014704660e-01
3.331519200000000183e+02 1.961351306807892492e-01
3.334407429999999977e+02 2.000881816900713372e-01
3.337295460000000276e+02 2.073722272129501221e-01
3.340183289999999943e+02 1.937488486922244180e-01
3.343070930000000089e+02 2.078427032351269632e-01
3.345958370000000173e+02 2.091646899566494411e-01
3.348845620000000167e+02 2.026752062466433413e-01
3.351732660000000124e+02 2.089791115878554539e-01
3.354619509999999991e+02 2.203187439079374588e-01
3.357506159999999795e+02 1.989737579425490399e-01
3.360392620000000079e+02 2.118990721760630747e-01
3.363278869999999756e+02 2.180876516495339756e-01
3.366164929999999913e+02 2.206453030610106281e-01
3.369050790000000006e+02 2.175706623459942035e-01
3.371936450000000036e+02 2.181326008407237227e-01
3.374821919999999977e+02 2.161413405509526320e-01
3.377707179999999880e+02 2.070993526344616920e-01
3.380592250000000263e+02 1.957149827460380465e-01
3.383477120000000014e+02 2.155555271430146802e-01
3.386361790000000269e+02 2.255971477988143181e-01
3.389246259999999893e+02 2.231222337072165662e-01
3.392130530000000022e+02 2.299158452765267813e-01
3.395014600000000087e+02 2.321062279299478948e-01
3.397898480000000063e+02 2.103830295754142987e-01
3.400782150000000001e+02 2.152564210303358205e-01
3.403665629999999851e+02 2.180241205068804422e-01
3.406548910000000205e+02 2.388508794912077016e-01
3.409431979999999953e+02 2.163946492751968598e-01
3.412314860000000181e+02 2.381176430310306125e-01
3.415197539999999776e+02 2.298040939422364426e-01
3.418080019999999877e+02 2.214843704805609104e-01
3.420962299999999914e+02 2.403169263164897929e-01
3.423844379999999887e+02 2.194493086629913103e-01
3.426726259999999797e+02 2.319416149811903416e-01
3.429607940000000212e+02 2.312479802632482484e-01
3.432489419999999996e+02 2.269292463943640981e-01
3.435370700000000284e+02 2.482647643763175593e-01
3.438251779999999940e+02 2.432648998944650642e-01
3.441132660000000101e+02 2.347372724338879779e-01
3.444013340000000198e+02 2.542479315966193476e-01
3.446893810000000258e+02 2.483341880450272987e-01
3.449774090000000228e+02 2.475705460330928642e-01
3.452654170000000136e+02 2.254877958526793902e-01
3.455534040000000005e+02 2.447783976662289140e-01
3.458413719999999785e+02 2.686215367717804670e-01
3.461293190000000095e+02 2.544941151669186108e-01
3.464172469999999748e+02 2.623251805924401436e-01
3.467051539999999932e+02 2.557888579264576689e-01
3.469930410000000052e+02 2.790746619491886182e-01
3.472809080000000108e+02 2.458432943050745390e-01
3.475687540000000126e+02 2.512938467231601303e-01
3.478565810000000056e+02 2.875823777752499200e-01
3.481443869999999947e+02 2.746833788587235703e-01
3.484321739999999750e+02 2.677504903507562650e-01
3.487199400000000082e+02 2.802116526255127860e-01
3.490076859999999783e+02 2.544224055090887893e-01
3.492954110000000014e+02 2.630966783487871941e-01
3.495831170000000157e+02 2.728099223467723711e-01
3.498708020000000261e+02 2.711143027115889281e-01
3.501584669999999733e+02 3.052041676657671898e-01
3.504461120000000278e+02 2.911325804245090132e-01
3.507337360000000217e+02 2.985092544048084107e-01
3.510213400000000092e+02 2.966314314518037065e-01
3.513089239999999904e+02 3.097040765164571496e-01
3.515964880000000221e+02 2.791305348322535851e-01
3.518840309999999931e+02 3.074548241677980687e-01
3.521715540000000146e+02 3.192344931472690384e-01
3.524590569999999730e+02 3.161630659413166566e-01
3.527465399999999818e+02 2.987563725084856348e-01
3.530340019999999868e+02 3.117925346385185814e-01
3.533214429999999879e+02 3.032089952859972626e-01
3.536088649999999802e+02 3.061366144755587881e-01
3.538962660000000255e+02 3.200653219772153779e-01
3.541836470000000077e+02 2.898510030381090674e-01
3.544710069999999860e+02 3.170035323576270714e-01
3.547583470000000148e+02 3.000737126248381181e-01
3.550456669999999804e+02 3.236801858502182383e-01
3.553329659999999990e+02 3.372058506253667876e-01
3.556202440000000138e+02 3.942304082845798918e-01
3.559075030000000197e+02 3.476863075643424894e-01
3.561947410000000218e+02 2.743675114797786696e-01
